flags,intent,utterance,category,input_ids,attention_mask,labels
BI,check_refund_policy,can you help me checking your refund policy?,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 9361, 2115, 25416, 8630, 3343, 1029, 102]"
B,contact_customer_service,help checking what hours I can contact customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 9361, 2054, 2847, 1045, 2064, 3967, 8013, 2326, 102]"
BLQ,delete_account,i need assistance to close an online account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 2485, 2019, 3784, 4070, 102]"
B,switch_account,I want assistance to use another account,ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 2224, 2178, 4070, 102]"
B,track_order,I want help to track the last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 2000, 2650, 1996, 2197, 2344, 102]"
BIL,newsletter_subscription,what do I have to do to sign up to the company newsletter?,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2031, 2000, 2079, 2000, 3696, 2039, 2000, 1996, 2194, 17178, 1029, 102]"
BI,get_invoice,can I get the invoice from November?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 1045, 2131, 1996, 1999, 6767, 6610, 2013, 2281, 1029, 102]"
B,delete_account,assistance to delete my account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 5375, 2000, 3972, 12870, 2026, 4070, 102]"
B,review,I don't know what I have to do to leave a review,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2054, 1045, 2031, 2000, 2079, 2000, 2681, 1037, 3319, 102]"
BIP,recover_password,could you tell me more about a forgotten password?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2425, 2033, 2062, 2055, 1037, 6404, 20786, 1029, 102]"
BIMP,payment_issue,could you help me report payment issues?,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 3189, 7909, 3314, 1029, 102]"
B,check_refund_policy,check how long refunds usually take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 4638, 2129, 2146, 25416, 26698, 2788, 2202, 102]"
B,check_refund_policy,I want help to check in what cases can I ask for refunds,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 2393, 2000, 4638, 1999, 2054, 3572, 2064, 1045, 3198, 2005, 25416, 26698, 102]"
B,payment_issue,I need help to solve an issue with payment,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2000, 9611, 2019, 3277, 2007, 7909, 102]"
BM,get_refund,I don't know how I can get refunds of money,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2064, 2131, 25416, 26698, 1997, 2769, 102]"
BMP,change_order,I would like to add some items to an order,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 5587, 2070, 5167, 2000, 2019, 2344, 102]"
BEM,check_invoice,I cannot find the invoice from 3 purchases ago,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 3685, 2424, 1996, 1999, 6767, 6610, 2013, 1017, 17402, 3283, 102]"
BM,payment_issue,help me solve an issue with payments,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2033, 9611, 2019, 3277, 2007, 10504, 102]"
BP,contact_customer_service,I don't know how I could contact customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2071, 3967, 8013, 2326, 102]"
B,check_refund_policy,assistance checking how long refunds take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 5375, 9361, 2129, 2146, 25416, 26698, 2202, 102]"
BLQZ,registration_problems,i need uspport regarding the online registration,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 2149, 9397, 11589, 4953, 1996, 3784, 8819, 102]"
B,contact_human_agent,help talking to an agent,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 3331, 2000, 2019, 4005, 102]"
BP,check_refund_policy,I would like to check how long refunds usually take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 4638, 2129, 2146, 25416, 26698, 2788, 2202, 102]"
BIP,track_refund,where could I check the status of the refund?,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2073, 2071, 1045, 4638, 1996, 3570, 1997, 1996, 25416, 8630, 1029, 102]"
B,check_refund_policy,I need assistance checking how long refunds usually take,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 9361, 2129, 2146, 25416, 26698, 2788, 2202, 102]"
B,set_up_shipping_address,I want assistance to set a different shipping address up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 2275, 1037, 2367, 7829, 4769, 2039, 102]"
BI,switch_account,how to switch user?,ACCOUNT,"[101, 6942, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2000, 6942, 5310, 1029, 102]"
BIP,change_shipping_address,would it be possible to change the shipping address?,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2052, 2009, 2022, 2825, 2000, 2689, 1996, 7829, 4769, 1029, 102]"
BIP,delete_account,how could I find information about a user account deletion?,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2129, 2071, 1045, 2424, 2592, 2055, 1037, 5310, 4070, 3972, 20624, 2239, 1029, 102]"
BIP,get_invoice,could I get the invoice from last month?,INVOICE,"[101, 2131, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 1045, 2131, 1996, 1999, 6767, 6610, 2013, 2197, 3204, 1029, 102]"
BM,registration_problems,I have issues with our registration,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 3314, 2007, 2256, 8819, 102]"
BIL,complaint,how can I file a consumer complaint?,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 2129, 2064, 1045, 5371, 1037, 7325, 12087, 1029, 102]"
B,set_up_shipping_address,why I can't set another shipping address valid up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2339, 1045, 2064, 1005, 1056, 2275, 2178, 7829, 4769, 9398, 2039, 102]"
BIP,review,could you help me leave a review for a service?,FEEDBACK,"[101, 3319, 102]","[1, 1, 1]","[101, 2071, 2017, 2393, 2033, 2681, 1037, 3319, 2005, 1037, 2326, 1029, 102]"
B,change_order,I am trying to change the last order I made,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 2689, 1996, 2197, 2344, 1045, 2081, 102]"
B,check_refund_policy,I need help checking your money back policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 9361, 2115, 2769, 2067, 3343, 102]"
BP,track_order,I would like to track my order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 2650, 2026, 2344, 102]"
BK,check_invoice,check invoice,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 4638, 1999, 6767, 6610, 102]"
B,place_order,I need assistance buying an item,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 9343, 2019, 8875, 102]"
BI,track_order,is it possible to track my order?,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2003, 2009, 2825, 2000, 2650, 2026, 2344, 1029, 102]"
B,edit_account,I am trying to edit the information on my account,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 10086, 1996, 2592, 2006, 2026, 4070, 102]"
B,check_refund_policy,check in what cases can I ask to be refunded,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 4638, 1999, 2054, 3572, 2064, 1045, 3198, 2000, 2022, 25416, 8630, 2098, 102]"
BELMQ,check_cancellation_fee,i do not know what to do to check the withdrawal charges,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2054, 2000, 2079, 2000, 4638, 1996, 10534, 5571, 102]"
B,track_order,I don't know how to track my last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 2000, 2650, 2026, 2197, 2344, 102]"
BIM,check_invoice,can you help me take a quick look at the invoices from May?,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2202, 1037, 4248, 2298, 2012, 1996, 1999, 6767, 23522, 2013, 2089, 1029, 102]"
BI,get_refund,where do I get a refund?,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 2131, 1037, 25416, 8630, 1029, 102]"
BEP,change_order,I do not know how I could add an item to an order,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2071, 5587, 2019, 8875, 2000, 2019, 2344, 102]"
BL,contact_human_agent,I need help chatting with a person,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 22331, 2007, 1037, 2711, 102]"
BLZ,recover_password,I am trying to recover the passowrd of my account,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 8980, 1996, 3413, 5004, 4103, 1997, 2026, 4070, 102]"
BI,check_payment_methods,how do I check what payment methods are available?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2079, 1045, 4638, 2054, 7909, 4725, 2024, 2800, 1029, 102]"
B,track_order,I am trying to track the last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 2650, 1996, 2197, 2344, 102]"
B,track_refund,I need assistance checking my refund status,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 9361, 2026, 25416, 8630, 3570, 102]"
BCLQ,contact_customer_service,i have got to contact customer support i need assistance,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2288, 2000, 3967, 8013, 2490, 1045, 2342, 5375, 102]"
BM,check_invoice,I need to check the invoices,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2000, 4638, 1996, 1999, 6767, 23522, 102]"
BLMQZ,registration_problems,i have acxount signup problems,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 9353, 2595, 21723, 3696, 6279, 3471, 102]"
B,set_up_shipping_address,I have an issue setting up a new shipping address,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2019, 3277, 4292, 2039, 1037, 2047, 7829, 4769, 102]"
BP,set_up_shipping_address,I would like to set another shipping address up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2052, 2066, 2000, 2275, 2178, 7829, 4769, 2039, 102]"
BI,newsletter_subscription,can you help me subscribing to your company newsletter?,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 4942, 11020, 3089, 10472, 2000, 2115, 2194, 17178, 1029, 102]"
BLM,change_shipping_address,I need supports trying to edit my address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 6753, 2667, 2000, 10086, 2026, 4769, 102]"
B,contact_human_agent,I need assistance contacting an agent,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 3967, 2075, 2019, 4005, 102]"
BI,change_order,can you help me to change the last order I made?,ORDER,"[101, 2689, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 2689, 1996, 2197, 2344, 1045, 2081, 1029, 102]"
B,check_cancellation_fee,I am trying to check the cancellation fee,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2572, 2667, 2000, 4638, 1996, 16990, 7408, 102]"
BI,track_refund,is it possible to check the status of my refund?,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2003, 2009, 2825, 2000, 4638, 1996, 3570, 1997, 2026, 25416, 8630, 1029, 102]"
BIM,registration_problems,where can I report registration issues?,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 2073, 2064, 1045, 3189, 8819, 3314, 1029, 102]"
B,delete_account,help deleting an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2393, 3972, 20624, 3070, 2019, 4070, 102]"
BM,place_order,I have to buy some of your item,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 4965, 2070, 1997, 2115, 8875, 102]"
BL,contact_human_agent,I need assistance chatting with a human agent,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 22331, 2007, 1037, 2529, 4005, 102]"
B,delivery_period,I have to check how soon can I expect the delivery,DELIVERY,"[101, 6959, 1035, 2558, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 4638, 2129, 2574, 2064, 1045, 5987, 1996, 6959, 102]"
BLQ,create_account,i need assistance to open a user account,ACCOUNT,"[101, 3443, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 2330, 1037, 5310, 4070, 102]"
B,newsletter_subscription,cancelling subscription to your company newsletter,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 17542, 2989, 15002, 2000, 2115, 2194, 17178, 102]"
B,track_refund,help me to check the status of the refund,REFUND,"[101, 2650, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 2000, 4638, 1996, 3570, 1997, 1996, 25416, 8630, 102]"
B,contact_customer_service,I have to contact customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2031, 2000, 3967, 8013, 2326, 102]"
BIP,contact_human_agent,could you help me contacting an agent?,CONTACT,"[101, 3967, 1035, 2529, 1035, 4005, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2071, 2017, 2393, 2033, 3967, 2075, 2019, 4005, 1029, 102]"
BI,recover_password,where do I recover my password?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2073, 2079, 1045, 8980, 2026, 20786, 1029, 102]"
B,set_up_shipping_address,help setting a different shipping address up,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 2393, 4292, 1037, 2367, 7829, 4769, 2039, 102]"
BM,payment_issue,I don't know how I can report issues with payment,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2123, 1005, 1056, 2113, 2129, 1045, 2064, 3189, 3314, 2007, 7909, 102]"
B,delete_account,I need assistance to delete an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 5375, 2000, 3972, 12870, 2019, 4070, 102]"
B,set_up_shipping_address,I need help setting up another shipping address,SHIPPING_ADDRESS,"[101, 2275, 1035, 2039, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 4292, 2039, 2178, 7829, 4769, 102]"
BIM,place_order,what do I need to do to buy some of your item?,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2054, 2079, 1045, 2342, 2000, 2079, 2000, 4965, 2070, 1997, 2115, 8875, 1029, 102]"
BE,track_order,I do not know what I have to do to track my last order,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2054, 1045, 2031, 2000, 2079, 2000, 2650, 2026, 2197, 2344, 102]"
B,contact_customer_service,help to check at what time customer service available is,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2000, 4638, 2012, 2054, 2051, 8013, 2326, 2800, 2003, 102]"
BLM,registration_problems,help me reporting sign-up issues,ACCOUNT,"[101, 8819, 1035, 3471, 102]","[1, 1, 1, 1, 1]","[101, 2393, 2033, 7316, 3696, 1011, 2039, 3314, 102]"
B,newsletter_subscription,assistance cancelling the company newsletter subscription,NEWSLETTER,"[101, 17178, 1035, 15002, 102]","[1, 1, 1, 1, 1]","[101, 5375, 17542, 2989, 1996, 2194, 17178, 15002, 102]"
BM,get_refund,help me get refunds,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 2131, 25416, 26698, 102]"
BIM,check_cancellation_fee,how can I check the cancellation fees?,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 4638, 1996, 16990, 9883, 1029, 102]"
BLM,edit_account,I need help to edit the details included on my user account,ACCOUNT,"[101, 10086, 1035, 4070, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2000, 10086, 1996, 4751, 2443, 2006, 2026, 5310, 4070, 102]"
B,check_refund_policy,help me checking in what cases can I ask to be refunded,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 9361, 1999, 2054, 3572, 2064, 1045, 3198, 2000, 2022, 25416, 8630, 2098, 102]"
B,contact_customer_service,I want assistance to contact customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2215, 5375, 2000, 3967, 8013, 2326, 102]"
BI,get_refund,can you help me to get a refund?,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 2131, 1037, 25416, 8630, 1029, 102]"
B,check_refund_policy,I need help to check your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 2000, 4638, 2115, 25416, 8630, 3343, 102]"
BEMP,payment_issue,I do not know how I could report payment issues,PAYMENT,"[101, 7909, 1035, 3277, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2071, 3189, 7909, 3314, 102]"
BIL,recover_password,how to reset my account PIN code?,ACCOUNT,"[101, 8980, 1035, 20786, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2000, 25141, 2026, 4070, 9231, 3642, 1029, 102]"
BM,cancel_order,I have problems with canceling the last order I have made,ORDER,"[101, 17542, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2031, 3471, 2007, 17542, 2075, 1996, 2197, 2344, 1045, 2031, 2081, 102]"
BLQ,check_cancellation_fee,want help seeing the cancellation penalty,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2215, 2393, 3773, 1996, 16990, 6531, 102]"
B,check_refund_policy,I need help checking your refund policy,REFUND,"[101, 4638, 1035, 25416, 8630, 1035, 3343, 102]","[1, 1, 1, 1, 1, 1, 1, 1]","[101, 1045, 2342, 2393, 9361, 2115, 25416, 8630, 3343, 102]"
BEM,place_order,I do not know how I can buy several of your item,ORDER,"[101, 2173, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 1045, 2079, 2025, 2113, 2129, 1045, 2064, 4965, 2195, 1997, 2115, 8875, 102]"
B,check_invoice,assistance to take a quick look at the invoice from July,INVOICE,"[101, 4638, 1035, 1999, 6767, 6610, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 5375, 2000, 2202, 1037, 4248, 2298, 2012, 1996, 1999, 6767, 6610, 2013, 2251, 102]"
BLQZ,complaint,I'm trying to lodge an reclamation,FEEDBACK,"[101, 12087, 102]","[1, 1, 1]","[101, 1045, 1005, 1049, 2667, 2000, 7410, 2019, 27389, 102]"
BL,change_shipping_address,there is a problem trying to correct the delivery address,SHIPPING_ADDRESS,"[101, 2689, 1035, 7829, 1035, 4769, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2045, 2003, 1037, 3291, 2667, 2000, 6149, 1996, 6959, 4769, 102]"
BIM,check_cancellation_fee,can I check the cancellation fees?,CANCELLATION_FEE,"[101, 4638, 1035, 16990, 1035, 7408, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2064, 1045, 4638, 1996, 16990, 9883, 1029, 102]"
BIM,delivery_options,how can I check what delivery options you offer?,DELIVERY,"[101, 6959, 1035, 7047, 102]","[1, 1, 1, 1, 1]","[101, 2129, 2064, 1045, 4638, 2054, 6959, 7047, 2017, 3749, 1029, 102]"
B,get_refund,assistance getting a refund,REFUND,"[101, 2131, 1035, 25416, 8630, 102]","[1, 1, 1, 1, 1, 1]","[101, 5375, 2893, 1037, 25416, 8630, 102]"
BILZ,check_payment_methods,where to see the available payment otions?,PAYMENT,"[101, 4638, 1035, 7909, 1035, 4725, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2073, 2000, 2156, 1996, 2800, 7909, 27178, 8496, 1029, 102]"
BI,track_order,can you help me to track an order?,ORDER,"[101, 2650, 1035, 2344, 102]","[1, 1, 1, 1, 1]","[101, 2064, 2017, 2393, 2033, 2000, 2650, 2019, 2344, 1029, 102]"
BL,contact_customer_service,help to see what hours I can reach customer service,CONTACT,"[101, 3967, 1035, 8013, 1035, 2326, 102]","[1, 1, 1, 1, 1, 1, 1]","[101, 2393, 2000, 2156, 2054, 2847, 1045, 2064, 3362, 8013, 2326, 102]"
B,delete_account,help me delete an account,ACCOUNT,"[101, 3972, 12870, 1035, 4070, 102]","[1, 1, 1, 1, 1, 1]","[101, 2393, 2033, 3972, 12870, 2019, 4070, 102]"
