flags,utterance,category,intent
B,help talking to an agent,CONTACT,contact_human_agent
BP,I would like to check how long refunds usually take,REFUND,check_refund_policy
BIP,where could I check the status of the refund?,REFUND,track_refund
B,I need assistance checking how long refunds usually take,REFUND,check_refund_policy
B,I want assistance to set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,how to switch user?,ACCOUNT,switch_account
BIP,would it be possible to change the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BIP,how could I find information about a user account deletion?,ACCOUNT,delete_account
BIP,could I get the invoice from last month?,INVOICE,get_invoice
BM,I have issues with our registration,ACCOUNT,registration_problems
BIL,how can I file a consumer complaint?,FEEDBACK,complaint
B,why I can't set another shipping address valid up,SHIPPING_ADDRESS,set_up_shipping_address
BIP,could you help me leave a review for a service?,FEEDBACK,review
B,I am trying to change the last order I made,ORDER,change_order
B,I need help checking your money back policy,REFUND,check_refund_policy
BP,I would like to track my order,ORDER,track_order
BK,check invoice,INVOICE,check_invoice
B,I need assistance buying an item,ORDER,place_order
BI,is it possible to track my order?,ORDER,track_order
B,I am trying to edit the information on my account,ACCOUNT,edit_account
B,check in what cases can I ask to be refunded,REFUND,check_refund_policy
BELMQ,i do not know what to do to check the withdrawal charges,CANCELLATION_FEE,check_cancellation_fee
B,I don't know how to track my last order,ORDER,track_order
BIM,can you help me take a quick look at the invoices from May?,INVOICE,check_invoice
BI,where do I get a refund?,REFUND,get_refund
BEP,I do not know how I could add an item to an order,ORDER,change_order
BL,I need help chatting with a person,CONTACT,contact_human_agent
BLZ,I am trying to recover the passowrd of my account,ACCOUNT,recover_password
BI,how do I check what payment methods are available?,PAYMENT,check_payment_methods
B,I am trying to track the last order,ORDER,track_order
B,I need assistance checking my refund status,REFUND,track_refund
BCLQ,i have got to contact customer support i need assistance,CONTACT,contact_customer_service
BM,I need to check the invoices,INVOICE,check_invoice
BLMQZ,i have acxount signup problems,ACCOUNT,registration_problems
B,I have an issue setting up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BP,I would like to set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,can you help me subscribing to your company newsletter?,NEWSLETTER,newsletter_subscription
BLM,I need supports trying to edit my address,SHIPPING_ADDRESS,change_shipping_address
B,I need assistance contacting an agent,CONTACT,contact_human_agent
BI,can you help me to change the last order I made?,ORDER,change_order
B,I am trying to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BI,is it possible to check the status of my refund?,REFUND,track_refund
BIM,where can I report registration issues?,ACCOUNT,registration_problems
B,help deleting an account,ACCOUNT,delete_account
BM,I have to buy some of your item,ORDER,place_order
BL,I need assistance chatting with a human agent,CONTACT,contact_human_agent
B,I have to check how soon can I expect the delivery,DELIVERY,delivery_period
BLQ,i need assistance to open a user account,ACCOUNT,create_account
B,cancelling subscription to your company newsletter,NEWSLETTER,newsletter_subscription
B,help me to check the status of the refund,REFUND,track_refund
B,I have to contact customer service,CONTACT,contact_customer_service
BIP,could you help me contacting an agent?,CONTACT,contact_human_agent
BI,where do I recover my password?,ACCOUNT,recover_password
B,help setting a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BM,I don't know how I can report issues with payment,PAYMENT,payment_issue
B,I need assistance to delete an account,ACCOUNT,delete_account
B,I need help setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIM,what do I need to do to buy some of your item?,ORDER,place_order
BE,I do not know what I have to do to track my last order,ORDER,track_order
B,help to check at what time customer service available is,CONTACT,contact_customer_service
BLM,help me reporting sign-up issues,ACCOUNT,registration_problems
B,assistance cancelling the company newsletter subscription,NEWSLETTER,newsletter_subscription
BM,help me get refunds,REFUND,get_refund
BIM,how can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BLM,I need help to edit the details included on my user account,ACCOUNT,edit_account
B,help me checking in what cases can I ask to be refunded,REFUND,check_refund_policy
B,I want assistance to contact customer service,CONTACT,contact_customer_service
BI,can you help me to get a refund?,REFUND,get_refund
B,I need help to check your refund policy,REFUND,check_refund_policy
BEMP,I do not know how I could report payment issues,PAYMENT,payment_issue
BIL,how to reset my account PIN code?,ACCOUNT,recover_password
BM,I have problems with canceling the last order I have made,ORDER,cancel_order
BLQ,want help seeing the cancellation penalty,CANCELLATION_FEE,check_cancellation_fee
B,I need help checking your refund policy,REFUND,check_refund_policy
BEM,I do not know how I can buy several of your item,ORDER,place_order
B,assistance to take a quick look at the invoice from July,INVOICE,check_invoice
BLQZ,I'm trying to lodge an reclamation,FEEDBACK,complaint
BL,there is a problem trying to correct the delivery address,SHIPPING_ADDRESS,change_shipping_address
BIM,can I check the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BIM,how can I check what delivery options you offer?,DELIVERY,delivery_options
B,assistance getting a refund,REFUND,get_refund
BILZ,where to see the available payment otions?,PAYMENT,check_payment_methods
BI,can you help me to track an order?,ORDER,track_order
BL,help to see what hours I can reach customer service,CONTACT,contact_customer_service
B,help me delete an account,ACCOUNT,delete_account
BCELMZ,"I cannot find the termination charges, I needhelp",CANCELLATION_FEE,check_cancellation_fee
BIP,how could I file a complaint?,FEEDBACK,complaint
BM,I need help to solve an issue with payments,PAYMENT,payment_issue
B,assistance checking the status of my refund,REFUND,track_refund
B,I have a problem with removing something,ORDER,change_order
BE,I do not know what I need to do to contact customer service,CONTACT,contact_customer_service
BLQ,wanna make a complaint against ur business,FEEDBACK,complaint
BI,can you help me buying an item?,ORDER,place_order
BI,what do I have to do to contact customer service?,CONTACT,contact_customer_service
BL,sign up to the company newsletter,NEWSLETTER,newsletter_subscription
BI,what do I need to do to file a complaint?,FEEDBACK,complaint
BLQ,need help opening a different account,ACCOUNT,create_account
BE,I do not know what I have to do to submit some feedback,FEEDBACK,review
BI,can you show me how soon can I expect the item?,DELIVERY,delivery_period
BIP,could you help me finding the invoice?,INVOICE,check_invoice
BMP,I would like to buy several of your item,ORDER,place_order
BI,how do I contact customer service?,CONTACT,contact_customer_service
BIL,can you help me sign up to your newsletter?,NEWSLETTER,newsletter_subscription
BM,I don't know how I can buy several of your item,ORDER,place_order
BIMP,could you help me buy some of your item?,ORDER,place_order
BM,assistance with adding several items,ORDER,change_order
BL,I need help signing up to the company newsletter,NEWSLETTER,newsletter_subscription
BIM,how to take a quick look at the invoices from 9 months ago?,INVOICE,check_invoice
BI,how can I find information about the options for delivery?,DELIVERY,delivery_options
BM,I have missed some items in the order,ORDER,change_order
B,help me reporting a registration issue,ACCOUNT,registration_problems
BK,issue with registration,ACCOUNT,registration_problems
B,I have got to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription
B,anyone available at customer service,CONTACT,contact_customer_service
BP,I would like to cancel the order I made,ORDER,cancel_order
B,help to check in what cases can I ask to be refunded,REFUND,check_refund_policy
BILQ,what do i have to do to see ur accepted payment methods,PAYMENT,check_payment_methods
BL,assistance trying to correct my delivery address,SHIPPING_ADDRESS,change_shipping_address
B,I am trying to make a purchase,ORDER,place_order
B,help contacting an agent,CONTACT,contact_human_agent
BMP,I don't know how I could take a quick look at the invoices,INVOICE,check_invoice
BM,report issues with registration,ACCOUNT,registration_problems
B,help contacting customer service,CONTACT,contact_customer_service
BM,assistance checking what delivery options you offer,DELIVERY,delivery_options
B,I want help to file a complaint,FEEDBACK,complaint
BIP,could you help me change the order I made?,ORDER,change_order
BELQ,i cannot sign up to the newsletter,NEWSLETTER,newsletter_subscription
B,I need help to check how long the delivery takes,DELIVERY,delivery_period
BI,where can I check when my item is going to arrive?,DELIVERY,delivery_period
BIM,what do I have to do to find the invoices from last month?,INVOICE,check_invoice
BIM,can I check what delivery options I have?,DELIVERY,delivery_options
BEP,I do not know how I could cancel an order,ORDER,cancel_order
BM,I want to get the invoice from eleven months ago,INVOICE,get_invoice
BL,I want help to update my profile,ACCOUNT,edit_account
BE,I do not know what to do to get my money back,REFUND,get_refund
B,I have to delete the account,ACCOUNT,delete_account
BM,I have to buy several items,ORDER,place_order
B,contacting customer service,CONTACT,contact_customer_service
BI,is it possible to check the invoice?,INVOICE,check_invoice
B,I have got to use another account,ACCOUNT,switch_account
BIMP,could you help me to solve payment issues?,PAYMENT,payment_issue
BIMP,would it be possible to change some items of an order?,ORDER,change_order
BILMZ,how do I update some of the details on my user account ?,ACCOUNT,edit_account
BEMP,I do not know how I could report registration issues,ACCOUNT,registration_problems
BIMP,how could I get the invoices from 10 months ago?,INVOICE,get_invoice
